1102
9 36
21 85 333
24 88 132
44 50 721
11 34 952
13 40 964
48 49 545
4 32 563
2 9 332
13 76 358
29 86 627
29 95 293
84 90 291
17 89 604
28 46 634
17 90 483
59 91 359
31 81 510
30 64 588
87 97 645
3 8 173
13 67 294
72 72 485
20 37 534
44 61 937
15 34 839
85 95 394
1 91 226
87 93 776
29 63 965
43 79 622
34 41 365
76 91 261
9 22 527
26 46 807
41 88 90
52 66 130
33 60 400
20 59 590
6 22 134
11 69 528
29 73 793
44 51 455
8 86 308
27 55 200
39 63 342
41 81 70
44 97 153
34 81 284
86 90 882
53 88 201
53 56 774
21 64 706
18 98 648
8 30 458
32 81 173
76 87 105
9 48 609
46 90 336
3 54 492
55 86 891
21 90 355
35 50 243
5 92 641
74 79 890
70 82 969
26 64 845
6 35 125
53 96 266
18 30 196
54 67 257
20 67 411
79 96 686
67 99 623
1 16 638
32 33 555
36 63 2
62 90 839
45 50 472
36 55 123
0 65 353
86 98 804
58 79 184
60 83 450
36 77 403
8 56 876
62 95 366
32 77 371
43 98 9
36 92 423
43 59 810
35 78 526
0 99 941
13 22 408
11 38 195
47 98 126
8 28 324
58 90 800
30 55 560
2 48 659
37 89 895
29 88 973
24 60 172
68 93 14
1 44 688
7 27 529
71 76 116
67 86 660
66 82 122
41 94 172
16 51 948
68 90 919
51 81 929
26 59 481
2 87 968
2 91 154
40 76 673
40 99 825
24 93 820
23 96 727
19 99 977
3 41 356
44 84 13
63 84 851
35 58 434
12 54 802
39 52 671
7 29 356
14 68 790
48 88 439
92 94 975
53 81 970
16 41 69
81 82 547
10 65 335
70 76 747
67 88 233
0 9 754
31 94 469
13 21 379
55 72 979
9 58 338
14 62 603
84 98 952
26 26 881
19 67 501
12 87 686
2 46 558
39 58 968
18 69 995
84 85 730
56 83 613
15 94 843
5 82 558
70 80 323
0 24 268
17 33 819
7 15 653
53 60 298
9 75 518
34 66 699
70 74 736
46 47 840
16 88 490
47 56 398
81 85 462
96 99 225
60 68 792
44 56 792
33 54 433
51 59 637
11 42 118
46 48 304
25 97 932
32 61 79
28 65 482
60 86 819
18 89 160
0 21 511
7 45 169
29 96 485
13 35 738
3 73 704
50 85 831
63 72 581
9 89 961
63 82 314
74 99 376
15 43 552
6 33 922
68 78 460
9 81 406
16 70 621
35 62 639
57 69 919
24 99 742
36 90 437
26 58 168
8 84 711
7 71 339
37 37 965
20 30 860
0 64 80
31 46 599
70 89 245
6 15 261
58 91 276
9 34 333
11 55 936
42 54 378
13 27 131
18 49 960
16 34 949
43 72 763
22 56 829
10 83 301
10 86 103
23 32 774
71 87 98
42 96 517
15 30 597
49 49 750
17 40 796
45 84 119
60 72 758
31 71 288
85 99 318
38 50 510
59 78 78
22 64 628
30 96 76
10 39 402
11 40 792
3 78 64
17 54 603
25 30 287
48 69 709
61 74 422
19 41 471
27 36 938
7 10 739
28 69 171
74 86 824
0 77 673
18 52 304
20 40 158
41 62 932
24 32 261
62 92 789
31 36 667
65 70 607
41 74 942
38 86 990
12 96 523
39 94 255
24 89 743
43 78 685
3 14 401
83 91 944
25 74 760
4 95 429
34 96 330
14 30 179
2 78 786
12 17 969
2 20 711
44 87 758
14 32 242
17 75 367
60 93 910
2 81 577
18 81 319
36 36 916
28 40 473
29 99 848
11 94 458
7 30 853
47 67 988
52 63 432
21 77 702
5 30 930
37 48 326
82 85 416
13 95 785
19 57 36
66 77 107
1 12 697
78 80 224
62 78 200
1 60 822
27 44 632
57 86 27
71 93 769
85 96 866
61 95 492
26 83 303
52 77 683
7 72 107
30 91 900
86 89 584
60 92 936
56 92 898
25 54 819
3 28 595
73 79 521
15 85 768
66 95 399
24 94 987
6 72 161
80 84 71
41 47 123
15 31 424
17 39 353
34 93 903
53 95 124
31 91 538
53 86 528
45 47 394
52 59 908
30 33 67
55 77 107
70 87 283
75 97 332
33 77 376
22 97 472
45 70 847
55 97 522
62 63 400
20 54 503
9 26 478
5 89 492
1 55 36
87 98 802
11 12 68
57 74 120
93 94 840
7 82 671
14 50 435
29 54 742
38 57 198
85 89 959
29 52 160
9 54 314
13 26 355
55 68 564
89 93 794
0 92 199
43 43 425
72 91 962
64 92 61
5 44 977
27 32 12
58 94 726
21 32 354
44 94 608
34 95 33
86 91 595
29 66 398
8 43 454
81 92 77
32 53 288
2 10 72
26 38 403
17 70 838
42 51 340
48 72 798
21 86 855
19 92 667
59 59 958
30 39 399
27 93 923
31 62 835
10 55 678
9 60 129
21 48 688
41 64 148
71 85 779
8 11 812
12 73 770
30 40 897
6 38 604
55 58 129
71 95 558
73 83 389
9 10 519
9 86 432
21 28 922
27 75 661
52 83 202
39 46 82
22 87 698
44 59 215
18 83 151
16 90 9
39 81 731
55 63 381
22 43 655
65 85 143
26 55 8
16 39 79
25 76 671
0 90 670
29 35 480
5 51 895
61 91 471
31 73 569
20 87 557
9 78 996
67 69 513
13 82 980
34 34 965
54 59 929
46 69 573
5 88 182
13 61 602
84 94 457
82 88 475
56 85 920
17 82 807
27 35 635
59 64 790
35 55 446
9 32 690
28 51 758
29 59 149
13 52 796
58 66 800
18 32 731
2 33 147
25 67 303
5 12 876
38 44 724
35 87 236
29 57 304
33 49 808
11 60 672
15 86 844
11 24 648
18 34 909
1 14 438
39 62 493
57 66 521
9 63 661
28 52 368
72 75 867
73 76 907
38 84 133
33 58 92
19 39 624
14 27 114
26 88 36
12 47 732
1 38 253
4 54 468
6 7 135
67 95 570
28 77 194
35 69 623
45 85 693
6 18 661
49 92 11
0 14 653
63 83 900
54 76 215
0 18 194
78 90 658
14 43 465
59 69 163
62 88 472
52 61 230
22 63 239
27 84 585
11 64 594
2 13 286
14 81 548
41 91 549
33 83 217
3 6 405
12 74 648
75 86 991
52 94 298
34 68 773
0 20 741
28 98 831
22 69 565
40 49 169
19 19 563
0 45 586
15 40 311
41 78 146
16 89 522
41 80 120
82 96 246
77 84 206
8 98 846
22 44 437
34 60 548
17 55 609
36 89 495
9 18 203
37 74 850
16 23 565
36 61 476
37 95 272
97 97 374
3 84 348
29 31 462
5 72 984
52 81 694
30 66 303
47 97 90
31 44 386
24 30 651
5 84 629
41 59 784
37 38 556
17 37 202
42 94 101
3 93 623
2 3 816
37 45 141
26 42 242
62 80 982
40 82 13
65 95 766
5 65 918
47 74 758
7 95 844
15 33 648
30 38 554
10 47 654
3 30 767
42 82 581
36 75 885
37 44 592
15 37 550
48 50 214
38 56 686
54 60 368
69 99 926
56 60 366
15 82 692
22 25 497
22 59 531
3 3 710
34 50 278
65 75 545
66 67 922
1 67 615
17 97 680
10 16 209
39 96 290
92 98 372
33 45 321
5 57 25
25 28 927
78 78 440
10 15 865
9 40 856
35 67 783
9 45 183
57 91 984
13 41 808
5 39 555
24 98 63
10 46 980
11 28 167
51 87 45
78 95 595
77 79 980
11 35 963
7 37 713
58 59 876
36 84 690
8 81 28
51 98 1000
10 40 236
24 58 640
21 80 239
73 78 169
4 48 132
17 87 924
7 11 768
16 82 539
30 46 37
6 84 685
39 61 775
3 21 754
5 78 678
17 50 733
36 81 971
10 48 266
44 92 66
38 87 953
11 23 803
41 90 957
55 76 972
72 97 935
27 49 551
22 66 805
4 62 342
9 83 939
52 87 590
3 76 470
56 96 838
17 48 324
2 42 637
20 29 367
54 91 198
7 60 357
13 63 792
20 51 285
39 50 896
41 41 854
20 93 43
49 56 34
58 61 498
3 42 556
26 50 367
54 86 707
17 44 578
27 91 364
9 92 323
34 86 619
22 86 401
11 44 520
0 50 640
63 86 658
72 90 727
22 47 333
38 58 872
85 90 857
13 71 41
27 76 809
37 63 788
40 80 963
9 77 248
7 87 282
16 58 408
88 93 443
81 87 227
92 97 703
28 57 470
16 35 104
6 79 575
15 72 318
28 28 154
20 21 167
28 43 938
1 18 305
55 92 193
55 67 146
60 79 945
31 52 715
17 49 31
23 85 511
19 75 822
62 74 178
16 98 276
45 60 840
15 45 69
30 86 1000
58 74 682
44 75 121
29 91 845
93 96 400
76 83 44
62 84 533
9 49 323
16 99 691
14 40 107
14 99 313
24 72 117
39 85 572
34 97 771
3 55 946
33 79 919
56 71 765
49 82 814
32 67 571
47 80 14
25 56 399
25 51 866
84 87 396
27 62 530
51 91 893
6 62 990
9 84 916
29 77 47
12 65 849
51 92 249
49 81 359
0 44 442
6 65 767
67 83 712
43 64 265
62 87 10
22 91 485
70 92 946
0 36 414
20 65 669
35 77 462
39 54 215
1 99 115
78 92 568
47 94 429
16 54 461
60 78 983
41 83 614
38 61 862
4 47 141
23 58 754
4 23 141
33 96 376
11 86 822
34 84 264
4 86 799
40 41 500
36 85 806
46 92 625
30 59 930
0 26 542
23 31 544
14 19 996
15 64 977
15 53 834
7 25 335
35 92 971
38 75 530
3 49 264
33 73 839
4 37 193
19 73 955
75 80 354
77 81 659
56 87 486
22 30 735
45 92 681
68 81 254
59 76 435
63 65 533
40 86 51
54 55 207
4 59 693
1 34 718
11 95 439
17 96 834
8 58 546
4 6 27
2 12 901
19 60 581
54 87 976
58 81 468
40 64 945
4 49 333
24 80 303
65 98 999
3 29 84
73 96 725
25 31 645
36 46 84
10 20 702
4 97 417
25 41 57
18 66 850
19 56 480
61 81 398
19 91 97
94 94 112
72 84 938
46 59 772
13 51 660
50 71 944
63 73 31
62 75 223
41 57 165
47 70 109
17 35 926
11 32 465
43 57 968
87 89 995
1 81 96
92 92 255
11 89 609
56 89 585
37 80 513
26 29 137
48 87 182
59 65 619
17 73 803
19 28 238
31 74 498
13 16 186
11 71 575
29 51 109
30 48 668
18 84 693
51 65 848
2 67 658
5 14 16
24 62 354
15 15 655
25 89 52
21 41 626
9 61 752
17 52 862
17 63 747
1 95 39
14 93 485
36 79 286
10 64 506
5 77 49
49 53 771
63 99 849
42 68 703
29 38 374
86 99 392
24 78 602
68 82 216
50 58 816
20 36 6
48 86 307
4 55 387
22 51 388
13 88 309
1 89 169
26 52 329
51 51 717
23 89 464
3 77 879
28 80 429
27 73 278
8 99 632
5 18 967
66 75 457
14 83 165
58 89 811
44 70 566
38 73 520
28 82 773
45 98 978
20 33 346
20 52 509
28 49 109
49 60 627
16 94 841
14 97 943
11 88 579
53 62 348
19 27 772
10 73 32
48 97 970
33 51 110
1 68 743
27 98 840
54 57 809
80 96 511
21 71 180
4 68 568
42 72 694
7 50 979
2 72 952
60 80 356
9 39 846
35 90 780
35 81 211
64 94 256
75 95 356
13 28 67
12 51 346
24 56 669
48 63 779
1 76 11
39 76 550
49 57 950
10 70 475
82 94 130
12 60 552
21 53 309
7 20 540
35 85 717
17 43 250
80 82 282
56 84 40
22 77 55
29 61 310
1 88 594
10 14 903
6 41 750
32 65 886
49 70 47
34 87 330
46 67 139
21 94 661
34 57 981
23 29 534
35 53 302
70 85 724
73 80 739
90 97 987
20 97 852
25 32 869
33 44 88
23 36 753
31 40 926
19 84 239
11 15 351
26 68 148
37 61 152
2 63 287
39 77 712
52 97 532
4 77 306
26 84 652
53 82 369
28 89 189
14 23 286
37 81 17
35 36 531
66 93 913
19 25 759
2 38 429
13 14 422
69 83 301
26 60 88
57 62 408
34 67 462
18 96 867
60 97 545
56 82 163
15 54 509
79 86 837
11 21 760
16 37 223
12 27 326
70 95 746
46 74 638
8 80 897
59 90 454
47 93 984
12 89 840
30 79 395
18 80 682
37 50 420
23 84 131
5 69 843
19 20 284
50 65 489
40 78 884
62 96 685
5 63 845
17 29 997
21 50 308
47 76 893
54 94 145
1 97 357
38 74 618
33 85 637
15 32 363
89 89 229
67 91 637
22 61 836
51 64 102
56 99 667
9 97 386
26 78 546
15 77 484
64 77 416
81 97 138
77 97 255
84 84 887
6 31 618
56 97 65
25 75 507
45 86 661
2 31 625
37 56 158
54 80 921
4 40 488
69 95 596
74 80 289
27 68 455
48 65 387
18 53 915
44 54 882
42 45 159
21 45 132
22 88 625
49 59 382
9 90 975
51 88 218
24 84 43
15 76 763
6 67 985
40 66 901
50 87 474
23 95 74
9 36 312
48 99 503
9 72 336
19 62 747
19 48 504
0 76 622
91 91 777
7 41 963
46 99 748
78 98 54
25 59 258
12 52 456
59 61 65
17 61 174
74 88 896
66 94 819
33 56 59
21 63 785
45 88 56
22 33 240
50 99 112
96 97 391
19 55 919
14 53 992
21 84 588
94 96 160
38 48 861
30 94 791
37 73 675
13 42 815
54 70 563
9 41 481
27 97 305
22 84 718
57 71 148
31 48 272
11 67 521
8 33 500
53 89 719
27 60 457
13 87 887
62 97 855
24 91 934
42 56 376
16 32 960
43 61 530
30 52 175
21 79 846
30 50 627
19 69 543
83 86 872
69 96 738
52 89 180
59 67 183
55 91 431
8 8 907
16 80 310
46 50 768
1 22 757
37 41 203
66 86 36
18 67 942
15 35 94
18 59 393
60 95 55
76 90 550
10 32 453
12 48 374
13 34 227
32 45 233
33 71 899
42 85 30
5 96 252
28 88 804
21 55 643
17 72 428
7 18 90
8 51 592
1 24 861
25 96 958
4 84 622
0 62 896
0 6 146
20 80 409
0 67 530
72 76 85
10 94 132
70 98 340
20 49 262
19 45 94
60 76 501
25 44 286
67 81 595
5 81 476
24 66 564
16 52 425
19 49 292
56 75 963
45 57 293
0 54 866
62 77 364
77 91 602
20 98 64
66 66 933
21 97 436
37 68 933
19 64 251
68 79 229
27 96 446
13 46 3
12 49 840
8 87 545
17 26 451
33 35 625
4 80 582
11 50 917
33 87 791
25 60 143
49 51 810
16 69 883
69 97 804
12 32 532
80 93 384
45 87 251
31 90 167
69 76 837
92 96 736
71 75 490
45 77 944
13 70 633
1 83 955
33 68 821
18 90 418
26 93 303
57 82 741
36 65 824
22 37 351
11 19 950
9 66 467
35 99 562
2 34 158
18 93 639
82 87 834
52 80 783
36 69 945
34 40 301
23 53 963
42 60 348
24 61 139
52 67 958
77 87 834
6 51 775
52 74 136
25 91 269
43 96 628
26 56 586
42 97 283
47 92 382
44 95 56
17 41 893
3 33 578
60 75 955
27 94 370
6 53 623
43 49 951
21 35 739
48 74 361
60 66 671
7 7 940
40 58 801
87 99 824
35 37 704
2 93 314
24 49 574
54 98 600
32 90 74
83 87 362
63 91 420
17 36 682
40 79 943
3 40 622
1 80 120
74 89 897
10 76 533
27 92 433
38 67 755
4 36 422
28 29 66
21 23 247
12 35 809
16 92 456
82 90 727
5 23 613
20 32 604
14 28 540
19 63 278
42 64 578
19 70 198
82 84 890
48 95 661
42 61 766
53 71 282
42 78 578
0 42 979
41 69 337
8 72 374
41 93 372
42 89 312
13 96 951
5 75 630
27 52 812
2 83 707
36 45 7
38 96 214
42 77 338
30 47 570
5 42 642
0 48 346
62 76 549
21 22 746
1 10 462
42 48 28
47 71 924
4 91 169
17 92 958
53 79 67
3 4 408
57 64 510
5 41 381
45 83 661
19 94 301
32 64 524
14 79 432
16 21 512
61 89 545
54 92 216
11 48 729
73 85 191
10 60 286
24 28 877
45 74 212
27 67 715
8 37 420
79 89 736
22 39 651
51 69 869
58 99 330
42 44 245
33 88 965
6 23 445
18 51 717
44 48 868
0 19 607
47 85 96
31 60 121
56 98 838
45 63 619
84 99 303
7 26 480
25 64 189
12 36 138
14 51 433
12 33 152
33 41 581
16 26 136
34 43 626
29 69 389
52 90 649
35 74 902
68 74 591
3 99 420
58 76 706
57 83 685
52 69 427
0 16 749
11 75 646
12 61 23
19 31 706
17 98 458
57 68 643
3 9 662
62 85 797
51 60 112
22 95 750
0 95 894
4 50 739
6 86 472
49 96 703
3 95 507
78 96 320
6 30 96
27 72 493
5 13 394
20 84 996
8 59 835
12 15 795
7 62 257
40 70 603
11 99 741
18 28 85
18 50 43
56 59 650
31 85 322
49 87 670
89 96 833
30 88 434
10 22 657
24 38 749
32 88 828
21 56 252
18 55 734
0 25 215
66 96 694
61 73 710
70 83 520
28 78 771
13 17 320
4 72 428
34 49 124
10 43 820
14 71 790
21 58 587
34 64 236
22 81 848
41 42 783
80 87 781
12 93 850
59 74 211
0 78 163
83 96 680
33 36 418
19 47 244
79 81 573
3 47 730
23 55 120
30 51 355
27 46 506
32 72 708
57 70 980
9 99 508
39 88 6
57 79 982
91 92 635
35 35 101
54 90 816
43 77 479
63 93 285
41 50 321
10 34 96
6 9 905
40 85 655
26 57 477
4 98 552
85 92 605
19 88 442
49 61 645
52 96 751
32 40 6
40 60 522
52 56 182
45 78 942
56 77 921
59 82 85
0 74 436
42 84 347
38 89 747
45 61 951
58 95 512
31 99 110
0 84 385
73 89 931
36 47 351
15 80 359
48 68 418
26 76 166
5 56 568
41 67 962
53 94 686
82 93 432
2 47 930
30 42 812
36 62 130
61 79 251
95 98 617
63 74 461
76 96 615
18 65 382
15 58 425
2 18 25
44 80 971
25 69 145
72 81 649
29 50 729
38 99 856
27 48 806
83 94 642
8 20 812
15 74 732
26 87 468
12 20 478
24 85 348
4 33 24
44 58 409
57 73 820
22 29 993
39 64 974
31 47 31
48 73 947
1 20 660
68 94 975
3 63 290
13 43 435
46 75 442
7 66 867
47 77 865
0 85 190
12 97 435
10 24 293
8 14 12
22 92 979
22 89 606
33 89 493
2 84 279
24 29 451
6 47 944
26 85 107
20 48 744
12 85 685
39 98 58
66 88 446
27 82 894
7 21 838
13 33 847
18 43 227
68 73 945
1 29 566
24 43 510
28 34 890
54 56 200
26 72 429
8 34 468
44 83 727
40 74 428
0 13 99
19 36 666
20 22 463
73 92 531
32 73 591
2 49 781
53 66 587
79 80 375
26 61 979
39 93 913
47 78 375
46 81 911
21 47 606
6 17 42
32 70 644
39 45 799
88 96 11
79 83 639
2 22 374
4 75 773
41 68 898
25 47 486
50 66 630
14 67 340
66 89 95
5 85 828
30 44 716
28 44 975
2 56 820
20 34 357
16 16 838
7 86 558
35 45 970
7 68 672
42 98 716
47 72 12
39 42 349
44 93 450
16 18 356
14 76 290
35 54 393
50 78 270
28 79 560
37 97 782
38 95 612
54 83 842
28 72 997
20 66 1000
24 69 946
63 68 661
85 91 467
50 96 627
49 97 520
55 55 497
52 92 568
40 61 676
89 90 607
5 33 421
23 43 893
25 72 545
10 19 43
21 91 657
24 36 489
8 90 5
37 53 679
34 82 447
28 59 41
1 72 664
59 73 204
31 51 787
55 93 650
34 58 84
15 22 111
35 89 422
67 82 409
25 99 858
69 78 55
12 41 490
31 68 522
30 49 329
22 68 862
21 82 49
20 61 904
21 99 166
71 98 576
5 37 230
43 90 765
2 54 833
59 99 520
0 61 229
4 92 571
69 93 379
33 64 952
62 99 520
20 79 65
18 22 377
76 97 326
44 90 884
8 54 193
8 93 688
27 64 352
33 92 345
15 63 582
0 12 343
24 57 782
18 26 381
0 89 361
31 31 329
87 94 682
24 71 489
34 76 399
7 94 375
21 62 994
55 80 9
76 76 658
27 80 306
10 35 964
28 56 477
35 38 179
26 39 998
45 48 445
39 69 16
51 90 840
11 36 470
7 77 895
15 87 618
21 57 175
53 63 73
54 93 954
13 24 705
5 35 128
9 9 324
52 68 13
10 58 636
76 78 322
45 89 855
18 99 714
16 74 923
15 36 566
6 44 777
14 42 54
25 86 457
11 78 89
28 83 747
62 81 961
64 80 709
26 71 813
12 69 531
0 93 535
71 81 368
44 85 502
0 29 325
60 62 444
51 74 823
15 79 343
65 86 174
16 19 344
6 68 975
28 42 863
82 91 530
85 85 524
5 48 615
38 65 621
1 23 513
8 38 14
61 85 714
15 18 805
50 82 433
26 32 989
10 52 962
61 93 557
88 94 79
14 63 468
19 43 35
18 68 478
14 33 209
37 39 505
11 49 689
54 97 319
61 83 983
57 60 432
2 40 550
10 29 86
5 94 188
71 72 940
53 87 757
71 88 635
24 90 747
38 54 593
33 93 136
38 60 49
40 92 423
17 53 518
49 67 382
30 77 663
22 45 871
39 53 412
6 8 33
42 87 753
27 38 274
9 37 721
1 25 539
7 22 570
39 41 162
46 78 770
27 78 583
30 32 345
53 76 74
3 43 115
7 83 402
0 23 523
9 30 222
66 69 44
1 40 134
37 98 827
48 58 192
58 93 789
52 53 606
60 60 719
7 56 871
61 90 768
22 28 9
65 83 810
19 26 325
41 48 241
5 47 53
86 92 998
17 77 48
34 77 233
69 74 540
26 27 291
91 94 957
54 81 165
24 64 141
6 11 681
22 41 74
52 84 169
14 85 911
73 94 515
66 83 902
50 73 313
33 74 869
6 46 933
56 56 54
45 62 800
57 63 575
24 47 28
37 43 874
31 32 93
19 98 426
47 48 377
32 68 925
43 70 932
46 54 523
40 63 775
45 75 905
14 87 82
26 75 749
11 73 393
20 82 882
48 67 747
27 89 635
69 94 987
36 58 670
32 87 873
8 42 556
2 77 298
50 72 498
27 63 20
18 24 28
61 99 500
32 74 232
35 96 57
86 95 299
53 97 782
57 84 994
11 14 636
76 88 6
8 62 839
22 72 404
5 58 123
15 17 664
36 41 496
1 77 1
8 21 885
9 94 12
44 73 312
60 98 317
25 88 223
66 72 521
68 83 146
16 29 235
81 93 197
49 72 458
10 42 268
55 62 98
62 66 877
12 68 161
34 48 274
21 65 238
27 59 541
91 99 894
69 77 843
76 89 924
6 89 528
79 87 772
69 70 14
5 62 510
62 94 599
58 62 245
0 86 181
64 88 607
9 96 806
5 50 780
18 75 280
15 23 590
11 82 969
37 92 376
1 96 397
52 65 228
60 85 447
79 95 301
67 77 357
4 13 21
11 58 130
74 90 172
4 74 310
14 55 718
30 80 249
39 56 547
47 52 217
34 90 52
21 61 322
55 83 347
50 74 78
54 82 346
28 62 277
5 66 687
51 80 808
51 96 940
13 94 28
18 79 598
57 90 945
1 53 157
41 46 163
12 76 424
55 81 542
80 86 915
3 70 607
21 27 285
55 84 539
75 76 912
45 65 979
75 82 152
51 55 9
50 84 427
55 98 905
76 79 726
0 4 43
30 76 745
47 53 936
12 14 288
81 91 348
9 19 43
18 87 520
42 83 989
23 70 660
39 99 577
47 82 202
1 8 481
8 83 170
6 69 598
96 98 635
60 89 275
63 63 908
49 94 587
39 89 891
15 92 23
22 58 132
10 98 543
23 77 96
6 87 61
9 74 135
7 24 98
32 82 716
43 44 250
52 73 188
13 36 310
63 71 874
35 82 204
45 54 955
67 73 680
2 73 367
95 99 435
28 33 119
77 89 149
16 33 564
40 75 674
10 74 197
55 70 738
13 38 700
45 46 148
6 95 186
42 53 61
49 77 393
21 52 895
4 81 405
10 66 544
18 47 628
34 62 622
23 68 10
69 82 664
49 73 35
10 88 624
21 30 459
12 21 495
51 73 700
33 42 749
44 45 451
36 74 647
60 63 777
15 19 542
67 94 467
47 90 656
13 13 118
2 75 191
37 54 751
7 16 405
58 98 543
46 85 719
26 45 92
22 98 511
57 59 559
17 64 379
10 97 772
60 65 204
19 82 270
28 66 80
3 61 534
40 46 829
4 41 364
31 66 483
84 93 225
2 64 602
63 78 266
1 7 121
61 75 885
22 96 500
22 73 594
33 84 804
16 42 607
33 80 264
29 94 456
11 83 611
22 57 430
36 53 993
63 79 161
38 66 611
5 53 361
31 78 857
56 91 237
26 31 334
6 59 663
65 68 268
61 94 415
66 98 324
8 97 781
40 88 248
1 65 282
48 59 578
3 82 1000
7 39 208
35 46 748
16 81 249
25 33 87
60 69 437
44 68 785
11 77 147
44 74 307
5 52 55
8 27 188
59 60 445
42 66 317
17 28 909
53 64 901
10 80 365
35 48 759
29 68 59
57 89 94
17 83 965
29 62 116
2 96 206
0 51 522
14 35 700
3 34 118
31 54 604
49 63 484
83 83 626
62 64 739
20 77 102
36 37 371
4 29 890
78 93 390
94 99 634
47 61 608
40 72 367
31 83 350
53 78 975
88 95 276
23 28 755
8 44 132
8 9 699
7 99 758
8 74 119
28 81 561
3 36 839
37 78 390
10 33 411
50 77 676
50 62 318
21 38 345
6 91 710
26 66 607
27 66 620
22 93 414
17 30 628
5 38 84
60 84 863
7 76 705
76 81 688
56 64 906
7 58 547
23 61 254
25 53 130
27 61 704
4 94 268
47 59 482
46 82 797
4 27 716
75 84 674
0 37 142
13 54 25
8 89 330
66 78 417
89 95 221
27 29 298
53 83 982
41 95 476
36 94 152
28 99 219
24 34 51
13 23 606
4 20 166
2 26 324
22 78 170
48 77 362
38 88 2
27 37 535
64 87 626
10 67 717
24 54 406
23 75 675
45 55 210
0 80 325
17 58 107
8 10 272
50 97 733
46 61 393
38 94 631
67 74 132
85 94 416
3 75 110
2 85 583
12 95 100
1 49 298
20 28 405
73 74 181
61 66 442
14 16 933
2 8 807
41 84 661
64 67 899
63 85 306
33 82 644
16 38 62
64 98 87
18 78 971
9 59 598
37 93 895
38 69 113
9 17 216
36 91 895
5 5 300
55 96 490
21 33 453
2 29 974
44 99 725
36 73 211
12 31 867
25 57 318
64 70 980
84 86 110
39 75 656
14 46 855
72 87 756
81 84 742
67 93 837
11 76 719
46 77 323
9 25 72
4 45 208
25 66 593
0 8 621
6 70 667
90 98 8
48 70 120
60 73 92
5 60 640
49 99 935
62 67 650
17 78 166
65 69 13
51 77 379
40 42 841
59 72 643
80 80 180
9 85 661
42 65 487
36 52 278
38 64 472
7 33 488
4 56 975
2 43 171
20 92 31
23 63 813
38 80 147
23 34 422
15 61 331
67 72 946
45 56 205
46 83 139
10 12 142
21 83 212
45 49 783
52 91 132
18 46 126
17 32 549
18 62 551
53 57 714
47 66 177
78 94 612
23 79 855
3 26 538
23 71 537
35 64 60
8 29 422
14 54 180
76 80 348
29 65 543
42 95 232
17 22 88
62 68 646
42 58 456
30 45 356
51 94 128
15 25 399
25 80 558
16 62 475
11 56 790
1 46 929
27 31 807
7 32 398
20 94 266
82 99 729
33 34 227
13 65 834
45 93 316
46 91 302
31 55 26
2 57 645
14 92 892
22 42 595
9 35 1000
14 88 248
44 66 136
48 75 342
22 76 527
41 45 281
27 57 188
37 82 951
59 86 321
7 70 432
62 98 263
19 40 111
5 31 94
5 26 793
0 5 502
38 47 138
12 30 513
34 53 642
3 20 562
16 76 942
8 19 427
40 91 231
3 92 935
38 43 380
34 65 317
0 27 242
23 81 895
49 91 220
78 91 811
11 91 325
20 26 455
3 64 165
48 85 847
22 55 967
64 97 493
54 54 199
12 18 834
46 52 533
0 87 962
10 62 374
17 38 74
80 81 561
33 40 319
1 78 956
14 14 848
41 65 793
13 89 93
12 83 621
64 66 467
81 88 51
42 90 198
3 81 230
16 50 30
53 72 502
4 51 377
10 10 973
98 98 842
39 57 769
36 57 369
27 87 993
70 73 707
41 76 869
30 98 94
46 89 91
21 21 427
37 88 871
77 86 742
15 65 359
23 50 213
40 54 466
20 83 87
13 32 38
25 49 675
73 84 792
27 51 234
45 51 610
86 87 569
25 37 91
0 81 967
4 17 926
1 73 674
26 89 73
42 86 895
3 96 890
80 89 996
13 81 695
58 69 145
13 97 362
13 20 242
17 25 565
43 87 936
70 71 118
50 51 652
59 81 223
38 46 741
6 90 714
4 7 944
7 75 533
13 60 570
6 49 297
80 99 129
90 92 998
0 69 427
40 51 148
21 76 863
13 37 846
70 96 886
39 59 359
23 87 523
89 97 858
79 85 728
45 76 381
11 39 62
58 71 861
46 95 687
34 85 547
82 86 147
64 75 792
12 46 255
22 83 944
21 89 4
43 86 619
55 74 456
35 41 130
48 61 909
54 99 593
1 3 262
84 89 307
31 86 886
9 16 305
53 93 675
44 89 91
23 94 747
11 90 98
36 39 525
15 95 821
3 35 534
30 92 769
2 28 120
71 96 967
68 77 236
37 51 665
23 97 884
26 70 172
85 98 842
48 64 45
65 77 679
38 68 689
21 39 721
11 31 777
37 67 180
3 91 773
57 93 741
35 71 54
16 24 790
2 74 240
16 25 930
48 81 226
38 82 931
11 93 935
2 88 226
56 81 639
40 95 818
52 98 681
55 95 466
37 91 782
1 63 758
3 22 709
83 98 798
58 77 62
53 84 133
33 99 964
46 96 261
14 60 228
39 95 938
13 57 314
42 57 844
32 93 419
33 59 631
41 98 198
22 40 907
16 85 92
49 66 589
7 36 514
16 59 914
2 86 973
2 14 580
24 92 813
27 65 477
30 75 382
16 57 905
11 85 929
87 87 350
26 90 409
7 38 445
26 96 76
57 88 641
38 71 367
30 87 672
29 84 616
9 91 159
43 45 983
35 63 876
21 59 929
12 24 186
63 77 469
55 99 60
77 95 190
36 76 743
72 78 390
